"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"435682","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","2","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-06 05:29:00","Ciudad Autónoma de Buenos Aires","02"
"435683","Vecina/o","NS/NC","NS/NC","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","Pareja","Llamante solicitó información y/o orientación","2021-05-06 05:35:00","Ciudad Autónoma de Buenos Aires","02"
"435596","Víctima","Femenino","NS/NC","Psicológica","20","18 a 29 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 05:53:00","Ciudad Autónoma de Buenos Aires","02"
"435684","Familiar","Femenino","Otro familiar","Física y psicológica","Sin dato ","Sin dato ","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-06 06:08:00","Ciudad Autónoma de Buenos Aires","02"
"435685","Familiar","Femenino","No hay niñas/os","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 06:15:00","Ciudad Autónoma de Buenos Aires","02"
"435686","Víctima","Femenino","Otro familiar","Psicológica","18","18 a 29 años","Femenino","1","1","Femenino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-06 06:43:00","Ciudad Autónoma de Buenos Aires","02"
"424827","Familiar","Masculino","Padre","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-06 07:06:00","Ciudad Autónoma de Buenos Aires","02"
"435687","Víctima","NS/NC","NS/NC","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","Ex pareja","Llamante solicitó información y/o orientación","2021-05-06 07:11:00","Ciudad Autónoma de Buenos Aires","02"
"137392","Víctima","Femenino","Madre","Psicológica","51","50 a 59 años","Femenino","1","1","Masculino","Pareja","Se planificó intervención para otro momento","2021-05-06 07:18:00","Ciudad Autónoma de Buenos Aires","02"
"435689","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","3","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 07:22:00","Ciudad Autónoma de Buenos Aires","02"
"435691","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-06 07:28:00","Ciudad Autónoma de Buenos Aires","02"
"435692","Víctima","Femenino","Madre","Física y psicológica","27","18 a 29 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 07:55:00","Ciudad Autónoma de Buenos Aires","02"
"435693","NS/NC","NS/NC","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","NS/NC","2","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-06 08:48:00","Ciudad Autónoma de Buenos Aires","02"
"137392","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2021-05-06 09:43:00","Ciudad Autónoma de Buenos Aires","02"
"435465","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-06 10:13:00","Ciudad Autónoma de Buenos Aires","02"
"435696","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 10:42:00","Ciudad Autónoma de Buenos Aires","02"
"435697","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-06 11:24:00","Ciudad Autónoma de Buenos Aires","02"
"435700","Víctima","Femenino","No hay niñas/os","Física y psicológica","41","40 a 49 años","Femenino","0","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-06 13:16:00","Ciudad Autónoma de Buenos Aires","02"
"435700","Otro/a","Femenino","Otro/a no familiar","Física y psicológica","41","40 a 49 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"435701","Víctima","Femenino","No hay niñas/os","Psicológica","61","Más de 60 años","Femenino","1","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-06 14:51:00","Ciudad Autónoma de Buenos Aires","02"
"435465","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-06 15:45:00","Ciudad Autónoma de Buenos Aires","02"
"435703","Víctima","Femenino","No hay niñas/os","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","0","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-06 16:28:00","Ciudad Autónoma de Buenos Aires","02"
"435702","Otra/o sobre una situación de conflicto familiar","Femenino","Otro/a no familiar","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-06 17:20:00","Ciudad Autónoma de Buenos Aires","02"
"435704","Otro/a","Femenino","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","NS/NC","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 18:08:00","Ciudad Autónoma de Buenos Aires","02"
"435706","Víctima","Femenino","Madre","Psicológica","38","30 a 39 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 18:16:00","Ciudad Autónoma de Buenos Aires","02"
"435705","Otro/a","Femenino","Otro/a no familiar","Física y psicológica","1","0 a 5 años","Masculino","5","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 18:23:00","Ciudad Autónoma de Buenos Aires","02"
"431535","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","2","0 a 5 años","Masculino","2","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 18:39:00","Ciudad Autónoma de Buenos Aires","02"
"435663","Familiar","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 18:46:00","Ciudad Autónoma de Buenos Aires","02"
"435708","Otra/o sobre una situación de conflicto familiar","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-06 18:54:00","Ciudad Autónoma de Buenos Aires","02"
"435709","Víctima","Femenino","Otro familiar","Física y psicológica","62","Más de 60 años","Femenino","3","2","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-06 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"435711","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 19:04:00","Ciudad Autónoma de Buenos Aires","02"
"435713","NS/NC","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-06 19:08:00","Ciudad Autónoma de Buenos Aires","02"
"435596","Víctima","Femenino","Hermano/a","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 19:14:00","Ciudad Autónoma de Buenos Aires","02"
"435716","Víctima","Femenino","Madre","Física y psicológica","Sin dato ","Sin dato ","Femenino","8","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 19:16:00","Ciudad Autónoma de Buenos Aires","02"
"435716","Víctima","Femenino","Madre","Psicológica","27","18 a 29 años","Femenino","6","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 19:22:00","Ciudad Autónoma de Buenos Aires","02"
"435679","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-06 19:26:00","Ciudad Autónoma de Buenos Aires","02"
"435717","Familiar","Masculino","Padre","Física y psicológica","4","0 a 5 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-06 19:35:00","Ciudad Autónoma de Buenos Aires","02"
"435718","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 19:38:00","Ciudad Autónoma de Buenos Aires","02"
"435719","Víctima","Femenino","NS/NC","Psicológica","54","50 a 59 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-06 19:43:00","Ciudad Autónoma de Buenos Aires","02"
"435721","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-06 19:50:00","Ciudad Autónoma de Buenos Aires","02"
"435722","Hospital","Femenino","Otro/a no familiar","Psicológica","36","30 a 39 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-06 19:55:00","Ciudad Autónoma de Buenos Aires","02"
"435723","Familiar","Femenino","Otro familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","6","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-06 19:59:00","Ciudad Autónoma de Buenos Aires","02"
"435725","Familiar","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-06 20:06:00","Ciudad Autónoma de Buenos Aires","02"
"435072","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 20:23:00","Ciudad Autónoma de Buenos Aires","02"
"435729","Vecina/o","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-06 20:32:00","Ciudad Autónoma de Buenos Aires","02"
"435730","Familiar","Femenino","Hermano/a","Psicológica","4","0 a 5 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-06 20:55:00","Ciudad Autónoma de Buenos Aires","02"
"435731","Comisaría","Femenino","Madre","Física y psicológica","29","18 a 29 años","Femenino","2","1","Masculino","Pareja","Comunicación con los Equipos Móviles","2021-05-06 22:33:00","Ciudad Autónoma de Buenos Aires","02"
"435732","Otra/o sobre una situación de conflicto familiar","Masculino","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-06 22:35:00","Ciudad Autónoma de Buenos Aires","02"
"435733","Vecina/o","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-06 22:43:00","Ciudad Autónoma de Buenos Aires","02"
"435731","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-06 23:19:00","Ciudad Autónoma de Buenos Aires","02"
"435722","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-06 23:49:00","Ciudad Autónoma de Buenos Aires","02"
"435737","Víctima","Femenino","No hay niñas/os","Física y psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-07 13:03:00","Ciudad Autónoma de Buenos Aires","02"
"435740","NS/NC","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-07 13:49:00","Ciudad Autónoma de Buenos Aires","02"
"435741","Familiar","Femenino","Otro familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-07 14:01:00","Ciudad Autónoma de Buenos Aires","02"
"435742","Víctima","Masculino","Padre","Psicológica","39","30 a 39 años","Masculino","1","1","Femenino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-07 14:06:00","Ciudad Autónoma de Buenos Aires","02"
"435743","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Femenino","2","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-07 14:12:00","Ciudad Autónoma de Buenos Aires","02"
"435744","NS/NC","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-07 14:16:00","Ciudad Autónoma de Buenos Aires","02"
"435746","Comisaría","Masculino","No hay niñas/os","Física y psicológica","29","18 a 29 años","Femenino","0","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-07 16:40:00","Ciudad Autónoma de Buenos Aires","02"
"435747","Víctima","Femenino","Madre","Psicológica","26","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-07 17:55:00","Ciudad Autónoma de Buenos Aires","02"
"435704","Otra institución","Femenino","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-07 18:28:00","Ciudad Autónoma de Buenos Aires","02"
"435748","Familiar","Femenino","No hay niñas/os","Psicológica","65","Más de 60 años","Femenino","0","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-07 19:11:00","Ciudad Autónoma de Buenos Aires","02"
"435322","Víctima","Femenino","No hay niñas/os","Física y psicológica","13","12 a 17 años","Femenino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-07 20:14:00","Ciudad Autónoma de Buenos Aires","02"
"435749","Comisaría","Femenino","Madre","Física y psicológica","32","30 a 39 años","Femenino","2","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2021-05-07 21:55:00","Ciudad Autónoma de Buenos Aires","02"
"435673","Familiar","Femenino","No hay niñas/os","Física y psicológica","80","Más de 60 años","Femenino","0","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-08 01:52:00","Ciudad Autónoma de Buenos Aires","02"
"435750","Comisaría","Masculino","Otro/a no familiar","Psicológica","34","30 a 39 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-08 11:14:00","Ciudad Autónoma de Buenos Aires","02"
"435751","Otro/a","Femenino","NS/NC","Física y psicológica","40","40 a 49 años","Femenino","0","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2021-05-08 11:39:00","Ciudad Autónoma de Buenos Aires","02"
"435465","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-08 12:06:00","Ciudad Autónoma de Buenos Aires","02"
"435755","Víctima","Femenino","NS/NC","Psicológica","18","18 a 29 años","Femenino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-08 13:14:00","Ciudad Autónoma de Buenos Aires","02"
"435759","Familiar","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-08 13:22:00","Ciudad Autónoma de Buenos Aires","02"
"435760","Familiar","Masculino","Padre","Psicológica","Sin dato ","Sin dato ","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-08 13:27:00","Ciudad Autónoma de Buenos Aires","02"
"435465","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-08 16:22:00","Ciudad Autónoma de Buenos Aires","02"
"435765","Otra/o sobre una situación de conflicto familiar","Masculino","Hermano/a","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-08 23:36:00","Ciudad Autónoma de Buenos Aires","02"
"435766","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","12","12 a 17 años","Femenino","1","2","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-08 23:39:00","Ciudad Autónoma de Buenos Aires","02"
"435767","Vecina/o","Masculino","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-08 23:45:00","Ciudad Autónoma de Buenos Aires","02"
"435767","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-08 23:48:00","Ciudad Autónoma de Buenos Aires","02"
"435768","Víctima","Femenino","Madre","Física y psicológica","42","40 a 49 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-09 02:24:00","Ciudad Autónoma de Buenos Aires","02"
"435775","Familiar","Femenino","Otro familiar","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-09 11:29:00","Ciudad Autónoma de Buenos Aires","02"
"435465","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-09 13:03:00","Ciudad Autónoma de Buenos Aires","02"
"435782","Otro/a","NS/NC","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-09 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"435783","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-09 16:05:00","Ciudad Autónoma de Buenos Aires","02"
"435784","Otro/a","NS/NC","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","NS/NC","0","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-09 16:10:00","Ciudad Autónoma de Buenos Aires","02"
"435768","Víctima","Femenino","NS/NC","Física y psicológica","42","40 a 49 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-09 16:20:00","Ciudad Autónoma de Buenos Aires","02"
"435785","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","26","18 a 29 años","Femenino","2","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2021-05-09 16:43:00","Ciudad Autónoma de Buenos Aires","02"
"435786","Víctima","Femenino","Madre","Psicológica","37","30 a 39 años","Femenino","2","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2021-05-09 17:02:00","Ciudad Autónoma de Buenos Aires","02"
"435787","Otro/a","Masculino","Otro/a no familiar","Económica, Física y psicológica","30","30 a 39 años","Femenino","6","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-09 17:10:00","Ciudad Autónoma de Buenos Aires","02"
"435788","Familiar","Femenino","Otro familiar","Física y psicológica","3","0 a 5 años","Femenino","1","2","Masculino","Padrastro","Llamante solicitó información y/o orientación","2021-05-09 22:08:00","Ciudad Autónoma de Buenos Aires","02"
"435789","Víctima","Masculino","Hermano/a","Física y psicológica","16","12 a 17 años","Masculino","4","1","Masculino","Padrastro","Llamante solicitó información y/o orientación","2021-05-10 00:39:00","Ciudad Autónoma de Buenos Aires","02"
"435792","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-10 03:51:00","Ciudad Autónoma de Buenos Aires","02"
"435793","Otra/o sobre una situación de conflicto familiar","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-10 03:57:00","Ciudad Autónoma de Buenos Aires","02"
"435794","NS/NC","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-10 05:04:00","Ciudad Autónoma de Buenos Aires","02"
"435796","NS/NC","NS/NC","NS/NC","Física y psicológica","14","12 a 17 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-10 05:12:00","Ciudad Autónoma de Buenos Aires","02"
"435797","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Femenino","1","2","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-10 05:18:00","Ciudad Autónoma de Buenos Aires","02"
"435798","Familiar","Femenino","NS/NC","Psicológica","4","0 a 5 años","Femenino","2","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2021-05-10 05:26:00","Ciudad Autónoma de Buenos Aires","02"
"435800","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-10 05:34:00","Ciudad Autónoma de Buenos Aires","02"
"427487","Víctima","Transgénero","NS/NC","Psicológica","18","18 a 29 años","Transgénero","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-10 05:44:00","Ciudad Autónoma de Buenos Aires","02"
"435802","Víctima","NS/NC","NS/NC","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-10 05:49:00","Ciudad Autónoma de Buenos Aires","02"
"435803","Víctima","Femenino","NS/NC","Psicológica","32","30 a 39 años","Masculino","0","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-10 07:10:00","Ciudad Autónoma de Buenos Aires","02"
"435805","Víctima","Femenino","Hermano/a","Psicológica","59","50 a 59 años","Femenino","0","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-10 07:24:00","Ciudad Autónoma de Buenos Aires","02"
"435806","Víctima","Femenino","Madre","Económica y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-10 07:36:00","Ciudad Autónoma de Buenos Aires","02"
"435809","Víctima","Femenino","No hay niñas/os","Psicológica","18","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-10 11:26:00","Ciudad Autónoma de Buenos Aires","02"
"435813","Comisaría","Femenino","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Comunicación con los Equipos Móviles","2021-05-10 12:13:00","Ciudad Autónoma de Buenos Aires","02"
"435814","Vecina/o","Masculino","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Está interviniendo o se deriva a otra institución","2021-05-10 13:06:00","Ciudad Autónoma de Buenos Aires","02"
"435813","Víctima","Femenino","NS/NC","Física y psicológica","39","30 a 39 años","Femenino","8","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2021-05-10 14:17:00","Ciudad Autónoma de Buenos Aires","02"
"435815","Víctima","Femenino","NS/NC","Física y psicológica","28","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-10 14:46:00","Ciudad Autónoma de Buenos Aires","02"
"435816","Víctima","Femenino","No hay niñas/os","Económica, Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-10 14:58:00","Ciudad Autónoma de Buenos Aires","02"
"418984","Víctima","Femenino","Madre","Psicológica","34","30 a 39 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-10 16:15:00","Ciudad Autónoma de Buenos Aires","02"
"435818","Víctima","Femenino","No hay niñas/os","Psicológica","45","40 a 49 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-10 17:10:00","Ciudad Autónoma de Buenos Aires","02"
"435817","Vecina/o","Masculino","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","NS/NC","2","2","NS/NC","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-10 17:23:00","Ciudad Autónoma de Buenos Aires","02"
"435819","Víctima","Femenino","No hay niñas/os","Psicológica","40","40 a 49 años","Femenino","0","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-10 17:27:00","Ciudad Autónoma de Buenos Aires","02"
"435820","Víctima","Femenino","No hay niñas/os","Económica, Física y psicológica","21","18 a 29 años","Femenino","1","2","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-10 19:02:00","Ciudad Autónoma de Buenos Aires","02"
"435821","Vecina/o","Masculino","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","NS/NC","3","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-10 19:06:00","Ciudad Autónoma de Buenos Aires","02"
"432534","Víctima","Masculino","NS/NC","Física y psicológica","16","12 a 17 años","Masculino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-10 21:18:00","Ciudad Autónoma de Buenos Aires","02"
"435822","Víctima","Femenino","Hermano/a","Psicológica","24","18 a 29 años","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-10 23:30:00","Ciudad Autónoma de Buenos Aires","02"
"435823","Vecina/o","Femenino","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","Femenino","1","2","Masculino","NS/NC","Llamante solicitó información y/o orientación","2021-05-10 23:55:00","Ciudad Autónoma de Buenos Aires","02"
"420829","Otra/o sobre una situación de conflicto familiar","NS/NC","No hay niñas/os","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-11 03:45:00","Ciudad Autónoma de Buenos Aires","02"
"435824","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Femenino","3","1","Masculino","Otro/a conviviente","Llamante solicitó información y/o orientación","2021-05-11 04:13:00","Ciudad Autónoma de Buenos Aires","02"
"435825","NS/NC","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-11 04:23:00","Ciudad Autónoma de Buenos Aires","02"
"435817","NS/NC","NS/NC","NS/NC","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-11 04:40:00","Ciudad Autónoma de Buenos Aires","02"
"420829","Víctima","Femenino","No hay niñas/os","Psicológica","1","0 a 5 años","Femenino","0","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-11 11:10:00","Ciudad Autónoma de Buenos Aires","02"
"428866","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-11 11:28:00","Ciudad Autónoma de Buenos Aires","02"
"68212","Víctima","Femenino","Madre","Física y psicológica","32","30 a 39 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-11 11:40:00","Ciudad Autónoma de Buenos Aires","02"
